"Date","Air Temperature"
"01/01/2015",35.4559621629253
"01/01/2016",36.198834304246
"01/01/2017",35.7202356949176
"01/01/2018",38.3531909897373
"01/02/2015",38.0712807079646
"01/02/2016",35.4170466388744
"01/02/2017",33.9247798873357
"01/02/2018",40.2027608039461
"01/03/2015",40.1390204254718
"01/03/2016",36.6112502021019
"01/03/2017",30.8249607198013
"01/03/2018",30.8705091813593
"01/04/2015",43.363741693765
"01/04/2016",37.7177396148528
"01/04/2017",31.7104544248375
"01/04/2018",28.57003125
"01/05/2015",51.994879458292
"01/05/2016",40.7418564367038
"01/05/2017",31.4946974868135
"01/05/2018",45.6280836454432
"01/06/2015",49.6099271993148
"01/06/2016",43.5665708816652
"01/06/2017",32.1918381240545
"01/06/2018",44.7716792890263
"01/07/2015",46.1331243291027
"01/07/2016",41.2086830001156
"01/07/2017",33.8359548140424
"01/07/2018",43.8172709537572
"01/08/2015",43.4450639694554
"01/08/2016",42.5887699020564
"01/08/2017",38.0511692691152
"01/08/2018",45.6070540662821
"01/09/2015",43.5221042422726
"01/09/2016",40.4879561599351
"01/09/2017",39.7051997840173
"01/09/2018",44.9642687417495
"01/10/2015",45.4906973995272
"01/10/2016",42.6932293577982
"01/10/2017",36.8926372912199
"01/10/2018",43.6453792185799
"01/11/2015",46.9317327285415
"01/11/2016",40.8541858202602
"01/11/2017",32.8416014052551
"01/11/2018",45.645266465921
"01/12/2015",46.7658600967884
"01/12/2016",45.1934484091445
"01/12/2017",32.6240887265842
"01/12/2018",47.4231369122607
"01/13/2015",43.5977946493131
"01/13/2016",46.6346777331085
"01/13/2017",33.5159131757224
"01/13/2018",47.7523387037982
"01/14/2015",42.9782211628693
"01/14/2016",43.356606726917
"01/14/2017",35.3009826147427
"01/14/2018",46.055373346289
"01/15/2015",42.4354059749597
"01/15/2016",42.8859682236852
"01/15/2017",35.7903152400835
"01/15/2018",47.5686732748761
"01/16/2015",47.583984496124
"01/16/2016",47.4929804296645
"01/16/2017",39.5306272608884
"01/16/2018",48.3960729044594
"01/17/2015",45.1307826675694
"01/17/2016",46.3198968172077
"01/17/2017",43.2140256685929
"01/17/2018",47.6774554623433
"01/18/2015",49.3530706540996
"01/18/2016",47.5475988455988
"01/18/2017",46.3479450305759
"01/18/2018",45.1143318477387
"01/19/2015",47.0569023083265
"01/19/2016",45.3548035533134
"01/19/2017",45.968506377551
"01/19/2018",44.2374108595538
"01/20/2015",45.3108937656409
"01/20/2016",47.1383128278493
"01/20/2017",45.1467487883683
"01/20/2018",43.7087229594619
"01/21/2015",42.2662223268959
"01/21/2016",47.3541322353617
"01/21/2017",45.8575297720313
"01/21/2018",45.5146135543787
"01/22/2015",46.4714927695999
"01/22/2016",50.0252266563348
"01/22/2017",43.733380173913
"01/22/2018",43.9819191192039
"01/23/2015",50.2787332263242
"01/23/2016",46.0563148102208
"01/23/2017",41.505477248954
"01/23/2018",43.1718678481988
"01/24/2015",54.4414943181818
"01/24/2016",45.9941609500202
"01/24/2017",39.7475580431177
"01/24/2018",44.9561636406508
"01/25/2015",54.0724889396318
"01/25/2016",45.3532812848539
"01/25/2017",41.7941547451138
"01/25/2018",42.2069566310497
"01/26/2015",53.0321349187091
"01/26/2016",49.3043866072023
"01/26/2017",44.5451718463194
"01/26/2018",41.6159446437724
"01/27/2015",50.7897567839196
"01/27/2016",52.1998648122392
"01/27/2017",45.8076789716546
"01/27/2018",43.8642649420915
"01/28/2015",47.7318049304885
"01/28/2016",51.4776226001097
"01/28/2017",45.7891065378976
"01/28/2018",46.3944536949618
"01/29/2015",45.8789382280875
"01/29/2016",46.3662312221308
"01/29/2017",44.973722786184
"01/29/2018",46.8033297302609
"01/30/2015",43.1281621760658
"01/30/2016",43.6703674140157
"01/30/2017",44.6141554959786
"01/30/2018",44.3429381706694
"01/31/2015",43.1457434628975
"01/31/2016",42.9326090871879
"01/31/2017",41.4749891429301
"01/31/2018",43.7430338654012
"02/01/2015",45.9768780866375
"02/01/2016",44.1516034610069
"02/01/2017",38.7132254125803
"02/01/2018",44.9318133367443
"02/02/2015",47.9643270802013
"02/02/2016",44.0311878908189
"02/02/2017",38.4364509478266
"02/02/2018",47.5065951622814
"02/03/2015",48.1898625683464
"02/03/2016",44.3961611448736
"02/03/2017",38.0128760909903
"02/03/2018",47.419908568443
"02/04/2015",46.7513529304364
"02/04/2016",46.3619646631361
"02/04/2017",42.3702873043478
"02/04/2018",48.5417800203528
"02/05/2015",51.3779402157165
"02/05/2016",47.4104125794023
"02/05/2017",38.0263620157696
"02/05/2018",48.6262905937528
"02/06/2015",53.6706466745843
"02/06/2016",45.1767340374841
"02/06/2017",34.8218936495792
"02/06/2018",46.3459244442194
"02/07/2015",51.8562765667575
"02/07/2016",43.7757312121965
"02/07/2017",36.4513802186224
"02/07/2018",47.9181801016703
"02/08/2015",52.3976357267951
"02/08/2016",46.9480391669398
"02/08/2017",37.8507253384913
"02/08/2018",48.0450474890182
"02/09/2015",52.1075605259924
"02/09/2016",48.9204033088624
"02/09/2017",47.0168497148163
"02/09/2018",45.5850436762575
"02/10/2015",52.2237562400425
"02/10/2016",50.679525565851
"02/10/2017",44.302004835924
"02/10/2018",41.7998843045063
"02/11/2015",50.0248271018661
"02/11/2016",49.9392168314555
"02/11/2017",42.8796079249218
"02/11/2018",41.2335207047402
"02/12/2015",54.4560937005381
"02/12/2016",52.5250606104623
"02/12/2017",42.0587431313904
"02/12/2018",41.9545719184607
"02/13/2015",53.405945963976
"02/13/2016",47.1304869653436
"02/13/2017",44.0188750380055
"02/13/2018",41.5959910072872
"02/14/2015",52.5640075940628
"02/14/2016",50.1113689223058
"02/14/2017",45.6186988527091
"02/14/2018",41.8155894486811
"02/15/2015",47.938389261745
"02/15/2016",51.1282157951938
"02/15/2017",48.9034503470368
"02/15/2018",42.5463817079693
"02/16/2015",48.8709739594013
"02/16/2016",53.060445365595
"02/16/2017",50.2569346314325
"02/16/2018",43.6482668303663
"02/17/2015",51.0803803240516
"02/17/2016",51.7869340101523
"02/17/2017",48.1451581508516
"02/17/2018",44.6202720624086
"02/18/2015",49.4059287787453
"02/18/2016",48.8292188807677
"02/18/2017",45.2123901251739
"02/18/2018",40.0410329457364
"02/19/2015",50.1154579589647
"02/19/2016",46.4684681177696
"02/19/2017",44.9281140472879
"02/19/2018",37.9161814634146
"02/20/2015",50.0510505256019
"02/20/2016",45.5458655958265
"02/20/2017",44.1632004118051
"02/20/2018",38.0608379055026
"02/21/2015",48.7642165836586
"02/21/2016",44.4363710972346
"02/21/2017",44.2093368260495
"02/21/2018",37.7904512869858
"02/22/2015",46.0001939850673
"02/22/2016",45.4691999827861
"02/22/2017",41.8324359066427
"02/22/2018",38.2489162957799
"02/23/2015",46.4657820662528
"02/23/2016",47.513508329544
"02/23/2017",40.0595744089012
"02/23/2018",36.8824852292976
"02/24/2015",46.764192531391
"02/24/2016",50.676367505453
"02/24/2017",40.8791773020447
"02/24/2018",40.602864654333
"02/25/2015",48.1198043947669
"02/25/2016",50.6315331995248
"02/25/2017",40.8179013888889
"02/25/2018",41.4993192326611
"02/26/2015",50.7914120759624
"02/26/2016",50.9863465509026
"02/26/2017",39.8905462126477
"02/26/2018",41.3739900688771
"02/27/2015",48.7306205592856
"02/27/2016",50.742497599078
"02/27/2017",38.2903566484277
"02/27/2018",42.2148716917384
"02/28/2015",47.9427233620119
"02/28/2016",47.7740212240539
"02/28/2017",40.2525540150609
"02/28/2018",42.7875125320944
"02/29/2016",47.8720295930949
"03/01/2015",45.8891963276836
"03/01/2016",48.0737016667602
"03/01/2017",45.0179406551941
"03/01/2018",43.9046194073213
"03/02/2015",47.6276803674205
"03/02/2016",49.5419061061675
"03/02/2017",45.1826993145186
"03/02/2018",43.1997918631705
"03/03/2014",51.9265895953757
"03/03/2015",44.7706325301205
"03/03/2016",51.758034034034
"03/03/2017",46.4143047246296
"03/03/2018",43.3044939418785
"03/04/2014",44.1244
"03/04/2015",44.4063282085938
"03/04/2016",48.7523222500437
"03/04/2017",42.4152075841778
"03/04/2018",42.9441340941512
"03/05/2015",47.9805533500275
"03/05/2016",54.7320043891734
"03/05/2017",40.7167345378735
"03/05/2018",46.2467850839924
"03/06/2015",49.992686427603
"03/06/2016",49.3317033261803
"03/06/2017",40.3034311584554
"03/06/2018",47.0060070122316
"03/07/2015",50.2160011899858
"03/07/2016",46.5967494120721
"03/07/2017",40.1975905915231
"03/07/2018",45.6164277954372
"03/08/2015",52.50762803368
"03/08/2016",47.5177699357259
"03/08/2017",40.8925310205115
"03/08/2018",46.3234227678571
"03/09/2015",50.4003972093023
"03/09/2016",47.6433911935729
"03/09/2017",42.831418997107
"03/09/2018",47.129979283969
"03/10/2015",50.6224773248825
"03/10/2016",50.2241654478717
"03/10/2017",48.6739191180805
"03/10/2018",47.0778452527744
"03/11/2015",54.2556993758314
"03/11/2016",49.0571471784708
"03/11/2017",46.4084269045985
"03/11/2018",50.5574489311164
"03/12/2014",48.5158148148148
"03/12/2015",58.268524516967
"03/12/2016",46.9662339011217
"03/12/2017",48.8227541911605
"03/12/2018",56.4665107373116
"03/13/2014",54.705533914232
"03/13/2015",56.7908253404381
"03/13/2016",45.1424224618817
"03/13/2017",49.8401563272368
"03/13/2018",56.1959796920667
"03/14/2014",53.0453585798817
"03/14/2015",55.3409898585049
"03/14/2016",44.3329451832631
"03/14/2017",52.061063464837
"03/14/2018",49.4350601912485
"03/15/2014",51.9314159918233
"03/15/2015",48.5062145846196
"03/15/2016",45.3766944809461
"03/15/2017",50.1551752433936
"03/15/2018",49.0871471237152
"03/16/2014",47.8200173201071
"03/16/2015",49.8807971611431
"03/16/2016",46.953763612402
"03/16/2017",46.906864394993
"03/16/2018",48.8135515753836
"03/17/2014",46.099948283968
"03/17/2015",50.9874794998546
"03/17/2016",47.4021382244229
"03/17/2017",44.4916093314763
"03/17/2018",49.1027649722165
"03/18/2014",46.9572017234626
"03/18/2015",53.9607299310652
"03/18/2016",52.7827822073017
"03/18/2017",47.2171937172775
"03/18/2018",49.541907887418
"03/19/2014",47.2370288139744
"03/19/2015",54.1518709058053
"03/19/2016",54.3688021061869
"03/19/2017",44.7846685217391
"03/19/2018",49.3966697813493
"03/20/2014",45.9189038311181
"03/20/2015",53.6939825238555
"03/20/2016",52.1402849285769
"03/20/2017",46.7308441106939
"03/20/2018",50.8859164644271
"03/21/2014",46.1869307240705
"03/21/2015",53.2896670247046
"03/21/2016",50.2338897489399
"03/21/2017",49.6167975139025
"03/21/2018",49.5845208825206
"03/22/2014",45.9231027978623
"03/22/2015",49.7428600677775
"03/22/2016",50.3925703911763
"03/22/2017",50.3319014469014
"03/22/2018",47.0688905789086
"03/23/2014",49.2432606820855
"03/23/2015",48.1044453055142
"03/23/2016",49.868200575479
"03/23/2017",49.4088288288288
"03/23/2018",43.982160393714
"03/24/2014",54.1543479280688
"03/24/2015",49.10223973455
"03/24/2016",49.0524146341463
"03/24/2017",48.9096367937657
"03/24/2018",45.3345719158613
"03/25/2014",52.4529702268431
"03/25/2015",52.4880871186287
"03/25/2016",49.9560422443802
"03/25/2017",48.5913073713491
"03/25/2018",46.288200583352
"03/26/2014",48.1914284583729
"03/26/2015",58.2344921042328
"03/26/2016",51.7074152813299
"03/26/2017",47.5395670604587
"03/26/2018",45.8313091211204
"03/27/2014",49.8078629417383
"03/27/2015",57.6426030595319
"03/27/2016",48.4235377515846
"03/27/2017",48.8434760250174
"03/27/2018",49.6912306897685
"03/28/2014",49.5399454372924
"03/28/2015",55.2225629761823
"03/28/2016",48.1179732458354
"03/28/2017",49.1000250434783
"03/28/2018",50.4459947479724
"03/29/2014",48.2504145698538
"03/29/2015",55.8446955713432
"03/29/2016",51.9243450990859
"03/29/2017",49.9293869300106
"03/29/2018",50.9232326305702
"03/30/2014",48.5656389324961
"03/30/2015",58.8199462873626
"03/30/2016",55.7278516572352
"03/30/2017",48.780478019633
"03/30/2018",52.8487918886407
"03/31/2014",49.7651278782567
"03/31/2015",51.1430565598382
"03/31/2016",58.7187438554537
"03/31/2017",49.8353951219512
"03/31/2018",52.1083131788753
"04/01/2014",52.6531192442045
"04/01/2015",49.9537712248474
"04/01/2016",58.8255147673447
"04/01/2017",52.0874247643809
"04/01/2018",47.9603957224077
"04/02/2014",52.8811052923907
"04/02/2015",50.4137366637379
"04/02/2016",54.5826050477959
"04/02/2017",49.6222208289795
"04/02/2018",75.1601473712519
"04/03/2014",50.9831740506329
"04/03/2015",49.2102042319539
"04/03/2016",57.8496829100892
"04/03/2017",49.3644332204871
"04/03/2018",157.78224299362
"04/04/2014",51.3622367482767
"04/04/2015",49.8759753781217
"04/04/2016",54.512426596445
"04/04/2017",52.1649113516003
"04/04/2018",148.579618462711
"04/05/2014",51.1961138339921
"04/05/2015",51.1217722258748
"04/05/2016",52.9585003576771
"04/05/2017",51.2850135557873
"04/05/2018",157.975826241852
"04/06/2014",53.6224056715242
"04/06/2015",52.2601924879695
"04/06/2016",57.1009520682863
"04/06/2017",52.7219474550693
"04/06/2018",165.800581393473
"04/07/2014",61.1120274318146
"04/07/2015",51.7331392841742
"04/07/2016",60.7599403652628
"04/07/2017",51.201915663489
"04/07/2018",154.812865793567
"04/08/2014",55.9545674028338
"04/08/2015",55.2532004291078
"04/08/2016",61.8723565074508
"04/08/2017",47.7993713478456
"04/08/2018",109.511568598733
"04/09/2014",52.9851402646503
"04/09/2015",56.1539034621293
"04/09/2016",58.8697892869812
"04/09/2017",48.9790231416183
"04/09/2018",157.970844432669
"04/10/2014",53.3620829113008
"04/10/2015",53.8648256634196
"04/10/2016",55.6852646121148
"04/10/2017",48.4634083791022
"04/10/2018",144.123018433559
"04/11/2014",55.1427733869809
"04/11/2015",50.2373122122191
"04/11/2016",55.5890483568984
"04/11/2017",48.9592426332288
"04/11/2018",156.655982379385
"04/12/2014",54.7966836881473
"04/12/2015",51.8837199597064
"04/12/2016",53.3124784496727
"04/12/2017",52.0642939306796
"04/12/2018",152.777506368369
"04/13/2014",58.6848974656119
"04/13/2015",49.668749159758
"04/13/2016",53.0784855596845
"04/13/2017",50.1798717513741
"04/13/2018",122.207184693184
"04/14/2014",58.245785446145
"04/14/2015",46.9630885416667
"04/14/2016",52.9236790869419
"04/14/2017",49.2707799572992
"04/14/2018",70.9839207017296
"04/15/2014",55.757543030474
"04/15/2015",50.4396851213324
"04/15/2016",54.2924258187802
"04/15/2017",50.8566291548666
"04/15/2018",156.691226522021
"04/16/2014",52.2868040215237
"04/16/2015",54.2101148346093
"04/16/2016",57.2846387323944
"04/16/2017",54.3687128919861
"04/16/2018",166.963149104568
"04/17/2014",51.9800402513947
"04/17/2015",57.0589341650281
"04/17/2016",62.433175507298
"04/17/2017",55.6139062049062
"04/18/2014",52.5383768854897
"04/18/2015",58.4720472216278
"04/18/2016",69.8859673832469
"04/18/2017",55.1266072851451
"04/19/2014",50.0075707131269
"04/19/2015",59.5843005103573
"04/19/2016",69.6190463969744
"04/19/2017",52.1339175750622
"04/20/2014",54.5436436188996
"04/20/2015",62.6301006711409
"04/20/2016",68.9632480995162
"04/20/2017",53.5506174811029
"04/21/2014",55.630073769329
"04/21/2015",57.4060991450726
"04/21/2016",66.0657517818758
"04/21/2017",57.7890481096578
"04/22/2014",50.4161111111111
"04/22/2015",53.2030188558235
"04/22/2016",60.7922738542183
"04/22/2017",57.6338530578167
"04/23/2014",50.5481581920904
"04/23/2015",51.303942384106
"04/23/2016",59.2780254327093
"04/23/2017",51.7406828863699
"04/24/2014",53.1179910903691
"04/24/2015",50.9222505307856
"04/24/2016",53.5090237239396
"04/24/2017",52.0896220191052
"04/25/2014",53.6208432793407
"04/25/2015",52.1706899685425
"04/25/2016",53.4442368817646
"04/25/2017",53.9916268619968
"04/26/2014",53.9310768467319
"04/26/2015",53.5982813026768
"04/26/2016",55.1433707161205
"04/26/2017",52.1197848810786
"04/27/2014",51.2983297556143
"04/27/2015",63.9787301211942
"04/27/2016",56.647842468786
"04/27/2017",53.293546866631
"04/28/2014",56.4793754695717
"04/28/2015",57.6437100591716
"04/28/2016",58.8975496137849
"04/28/2017",54.3729357614569
"04/29/2014",65.175713402244
"04/29/2015",55.8797640678921
"04/29/2016",57.0184588770865
"04/29/2017",52.1865898759061
"04/30/2014",69.9110782315939
"04/30/2015",57.2909322632424
"04/30/2016",59.5157943859649
"04/30/2017",53.1669045694747
"05/01/2014",73.2644069592864
"05/01/2015",59.5563525528762
"05/01/2016",64.9228899050299
"05/01/2017",50.9017976565712
"05/02/2014",66.8850689045936
"05/02/2015",58.884887791108
"05/02/2016",71.641634415234
"05/02/2017",55.1189717900496
"05/03/2014",56.7685859929078
"05/03/2015",60.5791314828845
"05/03/2016",68.2201909547739
"05/03/2017",62.0575439049587
"05/04/2014",54.2115555949951
"05/04/2015",58.998436470346
"05/04/2016",59.2753048211509
"05/04/2017",62.9002169759825
"05/05/2014",55.6493562913907
"05/05/2015",53.6674519359146
"05/05/2016",61.7679888641425
"05/05/2017",58.0440549316737
"05/06/2014",58.4057539823009
"05/06/2015",55.2130374497862
"05/06/2016",66.8480331969077
"05/06/2017",54.1751501877347
"05/07/2014",60.2034690812721
"05/07/2015",59.6932924661313
"05/07/2016",68.9953443266588
"05/07/2017",56.1461724617524
"05/08/2014",55.8627251854468
"05/08/2015",63.6950033400134
"05/08/2016",60.4013646322379
"05/08/2017",57.5510519733185
"05/09/2014",53.8335377107365
"05/09/2015",65.9342785676672
"05/09/2016",60.5371012560522
"05/09/2017",60.8658555053838
"05/10/2014",53.2144257135236
"05/10/2015",64.5405581881533
"05/10/2016",65.0641950715656
"05/10/2017",63.9724573312645
"05/11/2014",59.4771947776994
"05/11/2015",58.7714664981037
"05/11/2016",69.0953765143717
"05/11/2017",57.374086059744
"05/12/2014",67.1143127586511
"05/12/2015",57.9750632472708
"05/12/2016",68.3609914375845
"05/12/2017",52.3344146325062
"05/13/2014",71.2769613749114
"05/13/2015",55.1131616021582
"05/13/2016",69.7157449539976
"05/13/2017",52.8676680146351
"05/14/2014",73.5538928414581
"05/14/2015",57.5619368919574
"05/14/2016",61.758303917689
"05/14/2017",54.7015356795104
"05/15/2014",73.6646457873842
"05/15/2015",58.9065485727619
"05/15/2016",57.7867660088602
"05/15/2017",52.3385917955615
"05/16/2014",65.6598667305849
"05/16/2015",59.9201693008304
"05/16/2016",57.8495232457179
"05/16/2017",50.4788619375641
"05/17/2014",64.5573233874506
"05/17/2015",61.2403866180355
"05/17/2016",63.4965337311695
"05/17/2017",54.419509183516
"05/18/2014",62.7257105030891
"05/18/2015",61.0451538438266
"05/18/2016",62.1111195471196
"05/18/2017",59.2444420074829
"05/19/2014",64.6175081160846
"05/19/2015",64.910455231931
"05/19/2016",57.8280592307692
"05/19/2017",62.9468237066801
"05/20/2014",65.4230921640276
"05/20/2015",62.3613620071685
"05/20/2016",60.8195357700719
"05/20/2017",65.9997654189348
"05/21/2014",63.9916195079086
"05/21/2015",69.4096938211562
"05/21/2016",58.2818014018692
"05/21/2017",68.4194295620785
"05/22/2014",69.0502690622261
"05/22/2015",61.972452358139
"05/22/2016",61.0068623980299
"05/22/2017",70.4752435953105
"05/23/2014",65.0929348491474
"05/23/2015",60.2879662317728
"05/23/2016",61.3969395992504
"05/23/2017",68.9855343964494
"05/24/2014",64.229262604121
"05/24/2015",61.1866952002446
"05/24/2016",62.7392653549478
"05/24/2017",62.0671007972477
"05/25/2014",59.8974816112084
"05/25/2015",60.0999627453038
"05/25/2016",61.6749276255005
"05/25/2017",62.5024453304442
"05/26/2014",62.3086475840336
"05/26/2015",63.8544970969445
"05/26/2016",59.2813528455285
"05/26/2017",66.9059121796989
"05/27/2014",63.4471031468531
"05/27/2015",67.378686051596
"05/27/2016",58.1833184933927
"05/27/2017",73.0763021776238
"05/28/2014",62.5271559633028
"05/28/2015",70.4846274651564
"05/28/2016",57.1687957689178
"05/28/2017",74.1258447648376
"05/29/2014",60.3944384515007
"05/29/2015",70.5244559559049
"05/29/2016",58.232708918988
"05/29/2017",66.5751397751849
"05/30/2014",63.022554290718
"05/30/2015",65.7993283356508
"05/30/2016",61.7233597560976
"05/30/2017",60.4339954293256
"05/31/2014",67.7376857768053
"05/31/2015",66.677584209269
"05/31/2016",68.2604324667089
"05/31/2017",61.2355808949807
"06/01/2014",66.5390696452037
"06/01/2015",63.3683965696466
"06/01/2016",69.3187166027324
"06/01/2017",65.8604715490822
"06/02/2014",69.0197975460123
"06/02/2015",62.4851107290234
"06/02/2016",66.137443166066
"06/02/2017",65.6060541557256
"06/03/2014",62.9643442622951
"06/03/2015",61.5988614030428
"06/03/2016",70.6278014336918
"06/03/2017",62.8983793255698
"06/04/2014",63.2088538832821
"06/04/2015",65.2878031977122
"06/04/2016",74.0339827111984
"06/04/2017",61.2828739058434
"06/05/2014",66.2132474813841
"06/05/2015",70.5751937763863
"06/05/2016",79.6538067292645
"06/05/2017",63.4855166548357
"06/06/2014",68.79385
"06/06/2015",72.6030827783064
"06/06/2016",77.7105457560681
"06/06/2017",70.3213990180535
"06/07/2014",68.978760279965
"06/07/2015",74.7099418744008
"06/07/2016",74.3644757207891
"06/07/2017",68.4277339420017
"06/08/2014",68.3755151249452
"06/08/2015",76.3363562235191
"06/08/2016",68.1397591743119
"06/08/2017",61.737857205342
"06/09/2014",66.4729004822446
"06/09/2015",70.1253737608013
"06/09/2016",64.0640668041786
"06/09/2017",62.024750048687
"06/10/2014",63.5905236427321
"06/10/2016",62.5239432707685
"06/10/2017",63.4344374539199
"06/11/2014",65.0653287244137
"06/11/2016",62.2132961872164
"06/11/2017",65.1014263495561
"06/12/2014",67.8185753583321
"06/12/2016",64.9219006259781
"06/12/2017",59.681821317623
"06/13/2014",58.7382974404237
"06/13/2016",63.4753480003271
"06/13/2017",58.4132829501636
"06/14/2014",59.4349833040422
"06/14/2016",59.2858772810983
"06/14/2017",64.2191189499686
"06/15/2014",58.3914620141343
"06/15/2016",60.6097787749961
"06/15/2017",59.2849499143504
"06/16/2014",58.8183759859772
"06/16/2015",68.5902164809987
"06/16/2016",64.7077690482036
"06/16/2017",62.1336481392216
"06/17/2014",60.4406911636045
"06/17/2015",68.4341599421225
"06/17/2016",63.3547325068641
"06/17/2017",62.1886155621212
"06/18/2014",62.7602479194043
"06/18/2015",69.795430246316
"06/18/2016",60.087623525389
"06/18/2017",61.811301080898
"06/19/2014",67.7952988152699
"06/19/2015",67.2621391856481
"06/19/2016",63.6603897950648
"06/19/2017",66.9346526217954
"06/20/2014",64.1234936263736
"06/20/2015",70.3568982059282
"06/20/2016",65.9712636114375
"06/20/2017",64.9625197667103
"06/21/2014",66.6484708777687
"06/21/2015",69.9388456375839
"06/21/2016",64.8910877608406
"06/21/2017",63.5594321822713
"06/22/2014",68.7584844229925
"06/22/2015",69.7572684508296
"06/22/2016",67.4626812098708
"06/22/2017",69.5547908069116
"06/23/2014",71.3007790030878
"06/23/2015",70.1204832761856
"06/23/2016",63.3571836868397
"06/23/2017",75.0892529957757
"06/24/2014",69.9728212094654
"06/24/2015",68.2128618331053
"06/24/2016",64.3312451279444
"06/24/2017",72.3899455148452
"06/25/2014",71.4522009695901
"06/25/2016",63.717150109658
"06/25/2017",80.7497512983688
"06/26/2014",67.9302000881446
"06/26/2015",80.7454046414757
"06/26/2016",70.3377498895272
"06/26/2017",72.0090495641555
"06/27/2014",65.3730248485381
"06/27/2015",79.3043442722209
"06/27/2016",72.8900329714515
"06/27/2017",66.1502045765695
"06/28/2014",64.8109178021978
